content,score
"I used to really enjoy Tarot card readings since January, but recently, it’s been a major turn-off. The people doing the readings are argumentative, unprofessional, and clearly don’t understand the depth of Tarot, psychic, astrology, or celestial guidance. It feels like the insights are outdated and not meaningful at all. Also, why is there no access to a proper report? I should be able to review the readings in detail, not just receive generic responses. I expect a more professional, insight",1
i like this app most useful app,2
I don't know the reason why you keep interrupting my research every now and then with subscription but you do not accept Ghana's mobile money. should I go and create a credit card because of you ?,1
you are not understanding my promt clealy,2
It always glitches and stops working midway.,1
it's tell wrong answer 😤,1
"I had a very frustrating experience with this AI. I asked for information, but instead of focusing properly, the system repeatedly got my name wrong even after I corrected it multiple times. This made the interaction feel careless and disrespectful. A person’s name is an important part of their identity, and such repeated mistakes reduce trust in the platform. I even provided proof during the conversation, but the issue continued. Because of this, I feel the system needs serious improvement in",1
"used to be 5 stars: now plus is getting shoved in my face all because I used images. I'm not going to give you any money, I'd rather jump off mount everest.",1
please update your software lot of error,1
this app was brilliant we can have our conversations .but the major problem is that on every new chat it forgot everything and on one chat it required subscription after some talks otherwise the app is perfect we can share our ideas and feelings also.,2
"a master rage baiter, gives a wrong answer, you put in said wrong answer, says oh my bad or yeah your right it's this, and it will still be wrong. at that point shut up.",1
very much good👍👍 for the student,1
"TalkBack screen reader users: ChatGPT Android app is completely unusable! Problem: - TalkBack focus doesn't go to chat area, message input box, send button, or lower screen options - Only limited upper buttons receive focus - TalkBack works perfectly in other apps (WhatsApp, Telegram etc) OpenAI team: Please fix Android TalkBack accessibility urgently! Already reported via app but no response.",2
"First review I've ever written. I was a paying power user for years. It used to be exceptional at nuance and meeting you where you were emotionally. That's gone. I came to it excited about my family history — DNA tested, generational family tree. It argued with me until I was in tears questioning my own validity. It's become cold, combative, and invalidating. It's not safer. It's just harmful. I've seen you be better. Do better — for the sake of your users.",1
waste of time every time asking upgrade and unlocking chat after 8 hours to 10 hours i never used again this app,1
"Report Title: Excessive Resource Usage (Water Waste Concern) Report Message: I am submitting this report because the system often gives unnecessarily long responses and includes extra, irrelevant details. This may increase resource usage in data centers. Since water is used for cooling servers, overly long and unnecessary replies could indirectly contribute to water waste. I request that responses be shorter, more concise, and focused only on what is necessary to reduce environmental impact.",1
